wavenumber_cm-1,raw_avg,denoised,normalized,snv
9.900128173828125000e+02,2.004257710774739678e+02,2.026883135973248500e+02,1.061964843850452846e-02,-1.936161291156833220e-01
9.916674804687500000e+02,2.022059512668185732e+02,2.030571090405983341e+02,1.070742148257711884e-02,-1.899513541353375079e-01
9.933217773437500000e+02,2.017533032452618613e+02,2.034429093427713440e+02,1.079924167055253993e-02,-1.861175993517540650e-01
9.949777221679687500e+02,2.032072465684678946e+02,2.038524424416334568e+02,1.089671024667307649e-02,-1.820480082499453811e-01
9.966314697265625000e+02,2.040089653862847285e+02,2.042855225235093428e+02,1.099978298742075589e-02,-1.777444272879433462e-01
9.982848510742187500e+02,2.041312837953920791e+02,2.047426083593493900e+02,1.110856907994412293e-02,-1.732022975908177886e-01
9.999379882812500000e+02,2.038524237738715215e+02,2.052258660652907736e+02,1.122358405828960404e-02,-1.684000941414656172e-01
1.001592712402343750e+03,2.042780173972800810e+02,2.057242261022899470e+02,1.134219338031180850e-02,-1.634478165900197788e-01
1.003245178222656250e+03,2.061154926441333828e+02,2.062333655244115675e+02,1.146336818805972907e-02,-1.583884226909597071e-01
1.004897399902343750e+03,2.056770692048249316e+02,2.067621957080779111e+02,1.158922938256326703e-02,-1.531333587759889647e-01
1.006549255371093750e+03,2.079351252803096202e+02,2.073097986793650591e+02,1.171955848670413677e-02,-1.476917468880460660e-01
1.008202758789062500e+03,2.090039870650680029e+02,2.078655832681359357e+02,1.185183480978461816e-02,-1.421688330545395340e-01
1.009854003906250000e+03,2.100006809941044423e+02,2.084180645024421210e+02,1.198332493693370950e-02,-1.366787451439510082e-01
1.011504943847656250e+03,2.095919963695384922e+02,2.089466771091370560e+02,1.210913434827818290e-02,-1.314258433235931389e-01
1.013155639648437500e+03,2.105212667959707744e+02,2.094382932334855241e+02,1.222613862405291275e-02,-1.265405810316976021e-01
1.014807861328125000e+03,2.093031847918475137e+02,2.099025487909691776e+02,1.233663110505067717e-02,-1.219272047479486032e-01
1.016457946777343750e+03,2.089882710774739678e+02,2.103515059033872205e+02,1.244348256738219381e-02,-1.174658513802557258e-01
1.018107666015625000e+03,2.108397160282841298e+02,2.108030600153682883e+02,1.255095211369836733e-02,-1.129786912429941725e-01
1.019757080078125000e+03,2.085783154522931113e+02,2.112830839809339807e+02,1.266519746421440606e-02,-1.082086219510398489e-01
1.021406188964843750e+03,2.105742973045066435e+02,2.118113865264551805e+02,1.279093308122773026e-02,-1.029588012545206710e-01
1.023054992675781250e+03,2.135737050374349053e+02,2.124200135072312889e+02,1.293578585471445198e-02,-9.691078473969169660e-02
1.024705444335937500e+03,2.138634750931351221e+02,2.131591479368993589e+02,1.311169930498643638e-02,-8.956589636223141748e-02
1.026353637695312500e+03,2.131166958279079893e+02,2.140570415667877455e+02,1.332539732806707448e-02,-8.064339428189341852e-02
1.028001586914062500e+03,2.152545974166305029e+02,2.151063342524808775e+02,1.357512821500238970e-02,-7.021641734460939976e-02
1.029649169921875000e+03,2.156854513662832744e+02,2.162798797120924235e+02,1.385443117068258650e-02,-5.855472217693472731e-02
1.031296386718750000e+03,2.169023397940176494e+02,2.175121364092651959e+02,1.414770735769199130e-02,-4.630960473980436087e-02
1.032943359375000000e+03,2.191802424678096202e+02,2.187314860409133814e+02,1.443791167260590098e-02,-3.419274672579577373e-02
1.034590087890625000e+03,2.208621023672598369e+02,2.198939457735640701e+02,1.471457623342829930e-02,-2.264121206998778030e-02
1.036236450195312500e+03,2.239483037877965899e+02,2.209236535321289239e+02,1.495964592212122198e-02,-1.240885345633195753e-02
1.037882446289062500e+03,2.251181991012008154e+02,2.217115055083901325e+02,1.514715411262717616e-02,-4.579851597767858017e-03
1.039528198242187500e+03,2.237440247712311816e+02,2.221866691801052411e+02,1.526024271678386168e-02,1.419202338311267126e-04
1.041175659179687500e+03,2.234346194797091982e+02,2.223251538989736389e+02,1.529320197795239547e-02,1.518063410558954940e-03
1.042820800781250000e+03,2.229719475640191035e+02,2.221437435569087882e+02,1.525002645005555518e-02,-2.846380460374977966e-04
1.044465576171875000e+03,2.233563023319950673e+02,2.217400983497665550e+02,1.515395918783097283e-02,-4.295720295159502142e-03
1.046110107421875000e+03,2.221931491427951357e+02,2.212084452974602016e+02,1.502742615266869190e-02,-9.578835474193759733e-03
1.047754394531250000e+03,2.221351278799551494e+02,2.205784568556954355e+02,1.487748936718830302e-02,-1.583912399292818074e-02
1.049398315429687500e+03,2.203194958722149863e+02,2.199325828514573118e+02,1.472377182953072891e-02,-2.225726970041837921e-02
1.051041870117187500e+03,2.197798004150390625e+02,2.193992159763750180e+02,1.459683090580911682e-02,-2.755741539038911517e-02
1.052685302734375000e+03,2.171899436668113310e+02,2.190639896505609840e+02,1.451704728698563658e-02,-3.088860907513731394e-02
1.054328247070312500e+03,2.172452855993200274e+02,2.189881651028074998e+02,1.449900110042574679e-02,-3.164208884440043723e-02
1.055970947265625000e+03,2.163091961895977988e+02,2.191832680283783930e+02,1.454543545311954081e-02,-2.970332215607601051e-02
1.057613403320312500e+03,2.167813534206814268e+02,2.195528260219462595e+02,1.463338998360097162e-02,-2.603096960043450522e-02
1.059255493164062500e+03,2.181735455548321738e+02,2.200328679709051869e+02,1.474763961415136507e-02,-2.126072160483620868e-02
1.060895385742187500e+03,2.208584498652705577e+02,2.206643748039700483e+02,1.489793777564366907e-02,-1.498534460670635469e-02
1.062536865234375000e+03,2.203674090350115762e+02,2.214429184373070143e+02,1.508323058738441844e-02,-7.248841131404404510e-03
1.064177978515625000e+03,2.217745344373914804e+02,2.223430215124086544e+02,1.529745445679970249e-02,1.695616533487811703e-03
1.065818969726562500e+03,2.230806833902994697e+02,2.233595350530136443e+02,1.553938393132887376e-02,1.179686224771261602e-02
1.067459472656250000e+03,2.248891652425130303e+02,2.244355506096979980e+02,1.579547484189256987e-02,2.248938831473198952e-02
1.069099731445312500e+03,2.227271462899667256e+02,2.255496568750846507e+02,1.606063131309336950e-02,3.356042739969099936e-02
1.070739746093750000e+03,2.248184045862268476e+02,2.267630782958384827e+02,1.634942471817747364e-02,4.561837590340028087e-02
1.072379394531250000e+03,2.292318443015769560e+02,2.280783960576435447e+02,1.666246937743798284e-02,5.868888345056936379e-02
1.074018798828125000e+03,2.290861432110821738e+02,2.294171489686877692e+02,1.698109158496958690e-02,7.199226954913828802e-02
1.075657836914062500e+03,2.305581195972583828e+02,2.307000619143668132e+02,1.728642392184143867e-02,8.474076563562545072e-02
1.077296630859375000e+03,2.318329558195891309e+02,2.318030456844228979e+02,1.754893324733950918e-02,9.570127883597838447e-02
1.078933227539062500e+03,2.312912507233796191e+02,2.326251448987909498e+02,1.774459225530956863e-02,1.038706005755200001e-01
1.080571289062500000e+03,2.338363935682508554e+02,2.331813260027685430e+02,1.787696294871742378e-02,1.093974546394047981e-01
1.082209228515625000e+03,2.370619778103298643e+02,2.334823860596076770e+02,1.794861502067060521e-02,1.123891330454401538e-01
1.083846801757812500e+03,2.369361233181423643e+02,2.335394996868419355e+02,1.796220802191780472e-02,1.129566796242889859e-01
1.084220214843750000e+03,2.364079346833405566e+02,2.334023268201272003e+02,1.792956098059634434e-02,1.115935725168465675e-01
1.085859252929687500e+03,2.333608754475911553e+02,2.330908085606870941e+02,1.785541986412116783e-02,1.084979694015162921e-01
1.087498046875000000e+03,2.344541032579210196e+02,2.326701135673029057e+02,1.775529476531932313e-02,1.043174608994961311e-01
1.089136596679687500e+03,2.335201845522280166e+02,2.322877661096582926e+02,1.766429635180043201e-02,1.005180175437502405e-01
1.090774780273437500e+03,2.317275548864294024e+02,2.320408851994762074e+02,1.760553887687679384e-02,9.806472534813764907e-02
1.092412597656250000e+03,2.315371483696831660e+02,2.319508527942758178e+02,1.758411123070125620e-02,9.717005999362551827e-02
1.094050170898437500e+03,2.317005976924189952e+02,2.320149076344612240e+02,1.759935623552222675e-02,9.780658243435275123e-02
1.095687500000000000e+03,2.326234034785518077e+02,2.321498791490477629e+02,1.763147935665733065e-02,9.914781437942675468e-02
1.097324462890625000e+03,2.300260467529296875e+02,2.322915447082707203e+02,1.766519565548921311e-02,1.005555660382020516e-01
1.098961059570312500e+03,2.301375235098379619e+02,2.324922254204746537e+02,1.771295751729652299e-02,1.025497600190033165e-01
1.100597534179687500e+03,2.302955339219835196e+02,2.327609530997918057e+02,1.777691450719549524e-02,1.052201467975014959e-01
1.102233520507812500e+03,2.318030576352719834e+02,2.330679762927225056e+02,1.784998580114971825e-02,1.082710817706973999e-01
1.103869262695312500e+03,2.317157841435185048e+02,2.334148485759975813e+02,1.793254114927771842e-02,1.117180030608262986e-01
1.105504760742187500e+03,2.331632402208116446e+02,2.337660889088970464e+02,1.801613609000152216e-02,1.152083303074776105e-01
1.107139892578125000e+03,2.345321768301504619e+02,2.341160834787307579e+02,1.809943454003253710e-02,1.186862782219054585e-01
1.108774780273437500e+03,2.355682943838613994e+02,2.345422854224413243e+02,1.820087028895904860e-02,1.229215101055243370e-01
1.110409301757812500e+03,2.356353872793692119e+02,2.350712215639358078e+02,1.832675670134769827e-02,1.281776269391375900e-01
1.112043579101562500e+03,2.377865374529803262e+02,2.356514423424275435e+02,1.846484881959717037e-02,1.339433668116784548e-01
1.113677490234375000e+03,2.384108479817708428e+02,2.362365270210126198e+02,1.860409854248911560e-02,1.397574399803433731e-01
1.115311157226562500e+03,2.373429718017578125e+02,2.367449941405172638e+02,1.872511334270900163e-02,1.448101531086542493e-01
1.116942626953125000e+03,2.376403763382523096e+02,2.371100189505457649e+02,1.881198897884439961e-02,1.484374587475850993e-01
1.118575683593750000e+03,2.376370047110098369e+02,2.373615255232835466e+02,1.887184735805189084e-02,1.509367168376001267e-01
1.120208374023437500e+03,2.389961954752604072e+02,2.375202250529274863e+02,1.890961772930728479e-02,1.525137375851164656e-01
1.121840820312500000e+03,2.390774304425274863e+02,2.375962076721126266e+02,1.892770153675157191e-02,1.532687881336243230e-01
1.123473022460937500e+03,2.374125513147424726e+02,2.376302916182080196e+02,1.893581349083713408e-02,1.536074853576820387e-01
1.125104858398437500e+03,2.372795732286241446e+02,2.376387936772289322e+02,1.893783697462675733e-02,1.536919715782945339e-01
1.126734497070312500e+03,2.380966717755352988e+02,2.376669885914618590e+02,1.894454734346326732e-02,1.539721486198996625e-01
1.128365722656250000e+03,2.368604052508318887e+02,2.378214106207435634e+02,1.898129967278060909e-02,1.555066632123323078e-01
1.129996582031250000e+03,2.363612456145110059e+02,2.381720228378651143e+02,1.906474512241155064e-02,1.589907487794031127e-01
1.131627319335937500e+03,2.375910503246166172e+02,2.387356225125414539e+02,1.919888143018577686e-02,1.645913222798550679e-01
1.133257568359375000e+03,2.398467203776041572e+02,2.395151711609788379e+02,1.938441343478075271e-02,1.723378127391668457e-01
1.134885742187500000e+03,2.402323670563874316e+02,2.404598496663492710e+02,1.960924622379333140e-02,1.817252230613294606e-01
1.136515502929687500e+03,2.404940259015118613e+02,2.415304666255802601e+02,1.986405227213639338e-02,1.923641024653086617e-01
1.138144897460937500e+03,2.396141391330295107e+02,2.427653656547586252e+02,2.015795733221842009e-02,2.046354771472083112e-01
1.139774047851562500e+03,2.418934947826244297e+02,2.441736316131133719e+02,2.049312359384963464e-02,2.186296246996878023e-01
1.141402832031250000e+03,2.447347954644097285e+02,2.457378237333767572e+02,2.086540016725638505e-02,2.341732336334467479e-01
1.143029541015625000e+03,2.452031182183159785e+02,2.474533447254538316e+02,2.127369290077959704e-02,2.512206199954304386e-01
1.144657714843750000e+03,2.479841331199363310e+02,2.492773035423470560e+02,2.170779375680085416e-02,2.693455690945833481e-01
1.146285644531250000e+03,2.502017375804759922e+02,2.511766489279843313e+02,2.215983656070010313e-02,2.882196457006683254e-01
1.147911376953125000e+03,2.542840497052227988e+02,2.531595688698160700e+02,2.263177004746433352e-02,3.079242150585517201e-01
1.149538696289062500e+03,2.578781320077401347e+02,2.551936585460733795e+02,2.311588189336188925e-02,3.281372656514777719e-01
1.151165771484375000e+03,2.591167619493272696e+02,2.571966233360114984e+02,2.359258603922280775e-02,3.480410236359154363e-01
1.152790527343750000e+03,2.602134789360894160e+02,2.590755011578840481e+02,2.403975757800979121e-02,3.667117110272968272e-01
1.154416992187500000e+03,2.623851510507088847e+02,2.606988837070200020e+02,2.442612142992517388e-02,3.828435040255950272e-01
1.156043090820312500e+03,2.637737370243779083e+02,2.619666392988282837e+02,2.472784632773131208e-02,3.954413792401409444e-01
1.157668945312500000e+03,2.631116519504123517e+02,2.628797542975186730e+02,2.494516702538418507e-02,4.045151383182797877e-01
1.159292602539062500e+03,2.632185035988136406e+02,2.634574441404038225e+02,2.508265678282201039e-02,4.102557279085786712e-01
1.160917846679687500e+03,2.642066181324146328e+02,2.637552271139259688e+02,2.515352891135762270e-02,4.132148414519846158e-01
1.162540893554687500e+03,2.631712827329282618e+02,2.638444935252150572e+02,2.517477425154602752e-02,4.141018950114693231e-01
1.164165527343750000e+03,2.646738337764033417e+02,2.637314325929587540e+02,2.514786583287974275e-02,4.129783917704593077e-01
1.165789794921875000e+03,2.661470506456163321e+02,2.634645749308059521e+02,2.508435390568958950e-02,4.103265876296854908e-01
1.167411987304687500e+03,2.645917239718967267e+02,2.631519441156019070e+02,2.500994800176141800e-02,4.072199288828330377e-01
1.169035644531250000e+03,2.631020185682508554e+02,2.628661347272625903e+02,2.494192557768698526e-02,4.043797986300382563e-01
1.170657226562500000e+03,2.628239751745153399e+02,2.626658065961383386e+02,2.489424762991714404e-02,4.023891082996829960e-01
1.172280395507812500e+03,2.620375835277416172e+02,2.625828115380647318e+02,2.487449486717842329e-02,4.015643741066008965e-01
1.173903198242187500e+03,2.618895755343967267e+02,2.625682488695344432e+02,2.487102896278606604e-02,4.014196627110284687e-01
1.175523803710937500e+03,2.613087203414351620e+02,2.625993401060213159e+02,2.487842865418737545e-02,4.017286209361456417e-01
1.177146118164062500e+03,2.609095080340350137e+02,2.627310637585217137e+02,2.490977878653634348e-02,4.030375783942920509e-01
1.178766113281250000e+03,2.607504283763744297e+02,2.629831756131736711e+02,2.496978122239393652e-02,4.055428512603994617e-01
1.180387817382812500e+03,2.609437238905164804e+02,2.633584394195031564e+02,2.505909373211325994e-02,4.092719033231326797e-01
1.182007202148437500e+03,2.598251167579933281e+02,2.638751435281370163e+02,2.518206892968362712e-02,4.144064686332550873e-01
1.183628295898437500e+03,2.610305384883174042e+02,2.645164520378826296e+02,2.533469988301210313e-02,4.207792463453044474e-01
1.185247070312500000e+03,2.623625058774595118e+02,2.652873548875892880e+02,2.551817419387231167e-02,4.284398222212031926e-01
1.186867553710937500e+03,2.679073333740234375e+02,2.662474303675453484e+02,2.574667145150438818e-02,4.379802345618658554e-01
1.188485839843750000e+03,2.690676246925636406e+02,2.674051227601382834e+02,2.602220138890171119e-02,4.494843954529347263e-01
1.190105712890625000e+03,2.705247949670862226e+02,2.686941223301721493e+02,2.632898233789037271e-02,4.622933752277569863e-01
1.191723388671875000e+03,2.727149341724536953e+02,2.700350464595172184e+02,2.664812129377959818e-02,4.756183370443855529e-01
1.193342651367187500e+03,2.729513380262586679e+02,2.713016708410299884e+02,2.694957696436795294e-02,4.882049712545640796e-01
1.194959716796875000e+03,2.740947949444806113e+02,2.723903763267121576e+02,2.720868806869358031e-02,4.990235990268560573e-01
1.196578369140625000e+03,2.738028733995225821e+02,2.733070545687789945e+02,2.742685681564756978e-02,5.081327665825482454e-01
1.198194824218750000e+03,2.749502382631654882e+02,2.740583435320840522e+02,2.760566303597964885e-02,5.155984363622276856e-01
1.199812866210937500e+03,2.764830994782624316e+02,2.746616117732630755e+02,2.774924043338619639e-02,5.215932022874417706e-01
1.201428833007812500e+03,2.761842159695095233e+02,2.751544832454439415e+02,2.786654348102112280e-02,5.264909391568075581e-01
1.203046264648437500e+03,2.746484702781394844e+02,2.755139501017896464e+02,2.795209632827056617e-02,5.300630145862276210e-01
1.204661499023437500e+03,2.761779728642216583e+02,2.757540954137834319e+02,2.800925073578266339e-02,5.324493741443352413e-01
1.206276489257812500e+03,2.784171792489510722e+02,2.759554003935696187e+02,2.805716117281510311e-02,5.344497715646264746e-01
1.207893188476562500e+03,2.780199319344979472e+02,2.761554568411130504e+02,2.810477446009266092e-02,5.364377621349717407e-01
1.209507568359375000e+03,2.783506254973235059e+02,2.763572528672776230e+02,2.815280176580175694e-02,5.384430391559048568e-01
1.211123535156250000e+03,2.790813395182291856e+02,2.765420965831165745e+02,2.819679443412993411e-02,5.402798585565675715e-01
1.212737304687500000e+03,2.778228494149666972e+02,2.766170141313756972e+02,2.821462475547770188e-02,5.410243253374255046e-01
1.214350830078125000e+03,2.765339214183666172e+02,2.765170216540416277e+02,2.819082661946477331e-02,5.400306852699018334e-01
1.215965942382812500e+03,2.753603396945529767e+02,2.762721373791906103e+02,2.813254434228044248e-02,5.375972339355027385e-01
1.217578857421875000e+03,2.754778640181929745e+02,2.758871780580943209e+02,2.804092430718233345e-02,5.337718361055235894e-01
1.219191528320312500e+03,2.746223444055627851e+02,2.753582610018945047e+02,2.791504243707976923e-02,5.285159089253121945e-01
1.220805664062500000e+03,2.739218896936487226e+02,2.747075195762898829e+02,2.776016645671930058e-02,5.220493949302845715e-01
1.222417724609375000e+03,2.747314447473596601e+02,2.739242296166003143e+02,2.757374402279983566e-02,5.142657265065461170e-01
1.224029418945312500e+03,2.734244605170355840e+02,2.730333564878680477e+02,2.736171687382739706e-02,5.054129881867309715e-01
1.225642822265625000e+03,2.717504368534794708e+02,2.721321304578656850e+02,2.714722574197221683e-02,4.964573715525530395e-01
1.227253906250000000e+03,2.717131686740451642e+02,2.712951038366069838e+02,2.694801402214846986e-02,4.881397139582926981e-01
1.228864746093750000e+03,2.698497721354166856e+02,2.705691219092345818e+02,2.677523085774285994e-02,4.809255239455254571e-01
1.230475341796875000e+03,2.705859855369285469e+02,2.700214585553564461e+02,2.664488738258977488e-02,4.754833120268263658e-01
1.232087402343750000e+03,2.690507173891420507e+02,2.697099650504662236e+02,2.657075215767925463e-02,4.723879549011273937e-01
1.233697387695312500e+03,2.664134318033854356e+02,2.696692374149433817e+02,2.656105901039959236e-02,4.719832383505433993e-01
1.235307128906250000e+03,2.666863815872757755e+02,2.699207373036520039e+02,2.662091579881306277e-02,4.744824300203699941e-01
1.236916503906250000e+03,2.682888517026548243e+02,2.704375915448574688e+02,2.674392672782497857e-02,4.796184872201081917e-01
1.238527465820312500e+03,2.706514163547092267e+02,2.711215449468806469e+02,2.690670713412967457e-02,4.864150335472768316e-01
1.240136230468750000e+03,2.705937703450520644e+02,2.718680341592022955e+02,2.708437101726023088e-02,4.938330074900453281e-01
1.241744628906250000e+03,2.708960384792751483e+02,2.725893583484226497e+02,2.725604564341365874e-02,5.010009128684549395e-01
1.243352905273437500e+03,2.721067041467737226e+02,2.731462186411142170e+02,2.738857798323556664e-02,5.065345161312554412e-01
1.244962646484375000e+03,2.723588087293836679e+02,2.733570457697084635e+02,2.743875468467620385e-02,5.086295365555653092e-01
1.246570312500000000e+03,2.723412351255063868e+02,2.730976151606823237e+02,2.737701039066402220e-02,5.060515361425020897e-01
1.248177612304687500e+03,2.733270981400101505e+02,2.723310916491631701e+02,2.719457835906932686e-02,4.984344783992503691e-01
1.249784545898437500e+03,2.737238611291955976e+02,2.710933886986767902e+02,2.690000596777962494e-02,4.861352407357333871e-01
1.251391235351562500e+03,2.706804555257161269e+02,2.695521045606835173e+02,2.653318147729331888e-02,4.708192718170693958e-01
1.252997680664062500e+03,2.684698729338469434e+02,2.678730130959954749e+02,2.613355894447725106e-02,4.541338910681055885e-01
1.254605712890625000e+03,2.643323449028862910e+02,2.661126900308660197e+02,2.571460335054105706e-02,4.366412998659194855e-01
1.256211547851562500e+03,2.616285004792389941e+02,2.644194507315532405e+02,2.531161364349684278e-02,4.198153299873867983e-01
1.257817138671875000e+03,2.622906200267650547e+02,2.630267749335412191e+02,2.498015782855313172e-02,4.059761041689082806e-01
1.259422363281250000e+03,2.613264335349754219e+02,2.620806384821019037e+02,2.475497804944918126e-02,3.965742060205716402e-01
1.261027343750000000e+03,2.604367579707392792e+02,2.616587180486004058e+02,2.465456129680131461e-02,3.923815201384786566e-01
1.262631958007812500e+03,2.600533882423683281e+02,2.617392746795465541e+02,2.467373371567833581e-02,3.931820233197868553e-01
1.264236328125000000e+03,2.612009158664279767e+02,2.620921020110087056e+02,2.475770636089205667e-02,3.966881208063704478e-01
1.265840454101562500e+03,2.628691847059461679e+02,2.625350540252117071e+02,2.486312861426803397e-02,4.010898006230627089e-01
1.267444213867187500e+03,2.621614730269820370e+02,2.630788194870959842e+02,2.499254439399535566e-02,4.064932786112978591e-01
1.269047729492187500e+03,2.637447198938440351e+02,2.636350803936267084e+02,2.512493408035211886e-02,4.120209256849807766e-01
1.270652709960937500e+03,2.636255832248264142e+02,2.640564375957411585e+02,2.522521678434439668e-02,4.162080146533020941e-01
1.272255615234375000e+03,2.646865296540436816e+02,2.642687570336722729e+02,2.527574865430889592e-02,4.183178643766731208e-01
1.273858276367187500e+03,2.664106829607928262e+02,2.641670814825266689e+02,2.525154994796753247e-02,4.173074993552295942e-01
1.275460571289062500e+03,2.657446588586877851e+02,2.637502040049311631e+02,2.515233341511377216e-02,4.131649260734095996e-01
1.277062622070312500e+03,2.637780846489800410e+02,2.632343235066363718e+02,2.502955423619793868e-02,4.080385451012967790e-01
1.278664306640625000e+03,2.622729288736979356e+02,2.627497954783519845e+02,2.491423692206975668e-02,4.032237182705429857e-01
1.280265747070312500e+03,2.625650612160011406e+02,2.622485230529096611e+02,2.479493445374154545e-02,3.982424998834817043e-01
1.281866943359375000e+03,2.645253855387369981e+02,2.617453995243586178e+02,2.467519142423583653e-02,3.932428868104702602e-01
1.283467773437500000e+03,2.645354105631510606e+02,2.612438683971568025e+02,2.455582738507926591e-02,3.882590976656817294e-01
1.285068359375000000e+03,2.642792217113353672e+02,2.607206063755730270e+02,2.443129140905331981e-02,3.830593654026035466e-01
1.286668579101562500e+03,2.626510552300347285e+02,2.602625886993976110e+02,2.432228353921594977e-02,3.785079758699538277e-01
1.288268554687500000e+03,2.617784135606553946e+02,2.598773984399609844e+02,2.423060854096280997e-02,3.746802831714586279e-01
1.289868164062500000e+03,2.593386326542607208e+02,2.594274083537768547e+02,2.412351123163521127e-02,3.702086649903511550e-01
1.291467651367187500e+03,2.587048967149522696e+02,2.588542462171965326e+02,2.398709906496563141e-02,3.645130678886716047e-01
1.293064819335937500e+03,2.576797004982277031e+02,2.581825228566807482e+02,2.382722939953861238e-02,3.578380532966214944e-01
1.294663574218750000e+03,2.574888424343532733e+02,2.574221550238411851e+02,2.364626241493919881e-02,3.502821654447649258e-01
1.296262084960937500e+03,2.558723681414568887e+02,2.566439878621291086e+02,2.346105920316809632e-02,3.425494030237977161e-01
1.297860351562500000e+03,2.551827313458477988e+02,2.559080160172900946e+02,2.328589844575782580e-02,3.352359417205222347e-01
1.299458251953125000e+03,2.526324915002893476e+02,2.551714212373115913e+02,2.311058943024282136e-02,3.279162902184379336e-01
1.301055908203125000e+03,2.535729025381582744e+02,2.544367051613728563e+02,2.293572754490659504e-02,3.206153076768467058e-01
1.302653320312500000e+03,2.537325202094183965e+02,2.537604956462472217e+02,2.277479017798415828e-02,3.138957135015290056e-01
1.304250366210937500e+03,2.540297286422164404e+02,2.531644799535134780e+02,2.263293888176984986e-02,3.079730172251426978e-01
1.305847045898437500e+03,2.515080012568721202e+02,2.526811834460220609e+02,2.251791466868401786e-02,3.031704281990368899e-01
1.307443603515625000e+03,2.529113831696686816e+02,2.523378336490670506e+02,2.243619766970770743e-02,2.997585103775511350e-01
1.309037841796875000e+03,2.513221311216001084e+02,2.521131926072517331e+02,2.238273326708723615e-02,2.975262190501523074e-01
1.310633789062500000e+03,2.518579881456163321e+02,2.520011875782045081e+02,2.235607615260758879e-02,2.964132084758303032e-01
1.312229370117187500e+03,2.529710868552878935e+02,2.520248815206397239e+02,2.236171529346887496e-02,2.966486586935758729e-01
1.313824707031250000e+03,2.518354932996961679e+02,2.521856665285255872e+02,2.239998200701097397e-02,2.982464031474786892e-01
1.315419677734375000e+03,2.536261579725477304e+02,2.524763159251486968e+02,2.246915634949479476e-02,3.011346292799450541e-01
1.317012573242187500e+03,2.539216800265841982e+02,2.528869577493214535e+02,2.256688880142326131e-02,3.052152379494937895e-01
1.318606933593750000e+03,2.538369123670789804e+02,2.533819584116267265e+02,2.268469859474075631e-02,3.101341328967011091e-01
1.320201049804687500e+03,2.539561728018301494e+02,2.539197579162023146e+02,2.281269448101944097e-02,3.154783262829231050e-01
1.321794921875000000e+03,2.538073323567708428e+02,2.544593693467251683e+02,2.294112160434003123e-02,3.208405250458353786e-01
1.323388549804687500e+03,2.555829253020110059e+02,2.549644957877644913e+02,2.306134132554384444e-02,3.258600413571018928e-01
1.324979858398437500e+03,2.569415955720124316e+02,2.554255232545280307e+02,2.317106552332603639e-02,3.304413396249178958e-01
1.326572875976562500e+03,2.577619758888527031e+02,2.558481378538837703e+02,2.327164748693632060e-02,3.346409235359893986e-01
1.328165527343750000e+03,2.561782797354239278e+02,2.562573434663882495e+02,2.336903812154476207e-02,3.387072603573242358e-01
1.329757934570312500e+03,2.562786017523871465e+02,2.566814697973105126e+02,2.346997987615527179e-02,3.429218665690316192e-01
1.331348266601562500e+03,2.567752566867404767e+02,2.571264953127803778e+02,2.357589562130670349e-02,3.473441510751338890e-01
1.332940063476562500e+03,2.549094684742115078e+02,2.576174017399982290e+02,2.369273098968667154e-02,3.522223610014557638e-01
1.334531616210937500e+03,2.561463645652488594e+02,2.582019563463937288e+02,2.383185455578762033e-02,3.580311667642088191e-01
1.336120971679687500e+03,2.586457383897569571e+02,2.589074612392570884e+02,2.399976420105079042e-02,3.650418734500826545e-01
1.337711914062500000e+03,2.596415699146411953e+02,2.597421835693396588e+02,2.419842750127053008e-02,3.733366329613981849e-01
1.339302612304687500e+03,2.604395768907335196e+02,2.606937712463950447e+02,2.442490466805910879e-02,3.827927007466281339e-01
1.340892944335937500e+03,2.604515392162181797e+02,2.617040084331490561e+02,2.466534037499102522e-02,3.928315774023941054e-01
1.342481079101562500e+03,2.632042880588107892e+02,2.627269457277735683e+02,2.490879869824907944e-02,4.029966569123992204e-01
1.344070922851562500e+03,2.608920203314887090e+02,2.637650763982452418e+02,2.515587303377671974e-02,4.133127152500639667e-01
1.345660400390625000e+03,2.618000652171947422e+02,2.648008496087869048e+02,2.540238629557606612e-02,4.236053471589965036e-01
1.347247802734375000e+03,2.648575722023292656e+02,2.658055505921830672e+02,2.564150439018335337e-02,4.335892097414542623e-01
1.348836669921875000e+03,2.662521305790654083e+02,2.667655423658405880e+02,2.586998172577798308e-02,4.431287902802218959e-01
1.350423461914062500e+03,2.669844733344183965e+02,2.676534182129154829e+02,2.608129552392191020e-02,4.519517441679695713e-01
1.352011840820312500e+03,2.688206346299913321e+02,2.684635004992055087e+02,2.627409451185363370e-02,4.600016519121265524e-01
1.353599853515625000e+03,2.689324939869068203e+02,2.692363108984421842e+02,2.645802281809806616e-02,4.676811833904300775e-01
1.355185791015625000e+03,2.677683331524884238e+02,2.699932723493695903e+02,2.663817908630942283e-02,4.752032215203532139e-01
1.356773315429687500e+03,2.722778501157407618e+02,2.707227579866266751e+02,2.681179613108891982e-02,4.824522284175422060e-01
1.358358642578125000e+03,2.723032921685112910e+02,2.714247382618282813e+02,2.697886691994264355e-02,4.894279104553145299e-01
1.359945434570312500e+03,2.740940715648509922e+02,2.720928833155090842e+02,2.713788495097650341e-02,4.960673668819913229e-01
1.361532104492187500e+03,2.743252263952184649e+02,2.727223848131673662e+02,2.728770584411793071e-02,5.023228165649678001e-01
1.363116577148437500e+03,2.753993275960286269e+02,2.733409911900114366e+02,2.743493370652417759e-02,5.084699998176072100e-01
